reading_speed,task_difficulty,reading_comprehension,engagement_level,error_rate,task_completion_time,mood_engagement_score,success_rate,performance_level,reading_fluency_score
-0.4396428058697157,0.5425473394554948,-0.8224199323822006,0.4013662194950618,-0.8548399955403814,2.304900641335158,4,0.3230219341899066,0,74.77848168974108
2.8222311609211648,-2.480859438339188,-1.1476913898156673,-2.101131034633285,3.0402779245336147,-0.8683241572358459,3,0.9772263178812225,1,-42.52677315794631
1.618385718675,-1.3694778477007488,-2.0841129394985884,-1.1796585710414675,1.6136023136488955,1.3998514076489446,5,0.5481668395944763,1,-24.710152162668788
1.6590481160212844,-0.615202048156941,1.1126883749899252,-0.835097719768611,-0.2722054804685804,0.6582601680549653,7,0.7680672592766163,1,-87.60683430064442
1.8498240195916442,-1.6794555143816683,-0.9266983088473107,-1.4025088490760977,2.123128660138793,-2.1804798398411225,5,1.3201507014698983,1,-86.37956965854276
0.07711125122009332,0.23716015701485443,0.5844129804724842,0.08727540146228079,-0.6617528334999462,-0.33267805704261266,3,0.8617313772062316,0,-38.93940784855435
-0.3887539456874972,0.5633653763770502,0.014273067836434106,0.3945814572651748,-0.9601279732339767,1.4031243804841123,1,0.4274611277386593,0,5.115694986272094
2.0409585076077015,-0.5083624045013504,-1.77623523289832,-0.9094521729886399,-0.9417224077251534,0.6177418189296023,3,0.6568037446664925,1,72.31218253222906
1.0524405390063447,-0.048267177694036906,-0.9175028210142636,-0.36749268751519326,-1.007994980017128,1.3538897350761199,3,0.49807700349785733,1,60.962255828792124
0.7630163497303595,-0.15836981900107358,0.8868873900973003,-0.3249683821114023,-0.42944873488237867,0.45378105239219574,2,0.6621566371778587,0,-16.47745510560154
1.223627507255499,-1.0709678245764165,2.6930336639804966,-0.9087747754850535,1.3068029837869914,-0.05064610363514879,6,0.8909202115588086,1,-9.381455517847781
-1.4375801371069905,1.137971625340907,-1.1808128153088449,1.0106181953763342,-1.241575123752939,0.5507247880134782,2,0.6412538228189884,0,-69.243578285178
-1.8022906624445567,1.5994888251962187,0.8451579711843216,1.349004309225568,-1.9786617332698788,-1.1758508121728295,6,1.13353460007559,1,13.517996427364945
0.9699901234073857,-0.26241582072127967,-0.8082657216409264,-0.4421018606488631,-0.39673566887304257,-0.19055984394420866,6,0.9210881323758957,1,55.34306131937823
-2.2718466930848393,1.4709737567876309,-1.2932729578711637,1.4417716914443959,-1.1624407588324221,-0.21106766495071838,3,0.8355099877196865,0,84.55622832499536
1.2467003077679448,-1.1279246291707188,-0.21220896990115168,-0.9433531028934258,1.4212361786618546,-1.3521974442695353,5,1.1415581081435027,1,59.4277445344032
1.3493701322882063,-1.1712847431358462,0.39379729821625153,-0.9975421146041354,1.4173078184156351,-0.6513201392486432,6,1.0204363455942493,1,-87.30545207181692
-2.142140425136745,1.528581385778509,-0.8696630812746944,1.426635639918471,-1.441904594052713,0.1825120868400471,4,0.7806471089130383,0,-41.657321167377845
-0.8761951013831439,0.7346669903580928,-1.1894118928673278,0.635456198281824,-0.8570716297806176,-1.2540506021582518,4,1.090395882369823,1,-69.45025337549455
-0.9950205485392676,1.1943057802303783,0.6504500925361392,0.892442989235835,-1.8526148296236231,-0.38636991652510877,4,0.903308308548444,1,-81.82785772940454
0.9458817640422078,-0.7651887279674408,0.46667098196608103,-0.6727544983333003,0.8570706684001177,1.190510970514329,5,0.5933044059074151,1,-159.78099741154108
-0.5075880751950992,0.6142843024335216,1.6614701657280182,0.4576493749133522,-0.9573695438811127,0.4090534153736298,1,0.641800720803462,0,-48.33569147256146
-1.3825004275456174,-0.33593983045259695,0.46926758980852623,0.29327011316180096,2.2995086961218822,-0.5585918533080917,4,0.9404424580634074,0,4.363081778828926
1.182133355568282,-0.017567652482156994,-1.0196643386921156,-0.3953911859123623,-1.2217217718110982,-0.1714655745457384,4,0.8569710642023143,1,30.810164234189724
